Batch_ID,Start_Temp,Target_Temp,Ambient_Temp,Airflow_Rate,Humidity_Level,Material_Load,Fan_Speed,Heater_Power_Level,Control_Strategy,Preheating_Time,Energy_Consumed,Temp_Fluctuation_Index,Steady_State_Achieved
B0252,25.78,64.85,18.17,5.02,31.47,56.05,1065,93,FA-PID-LSSVM,7.2,3.89,0.59,1
B0253,32.77,56.92,27.17,6.61,35.73,49.73,1330,83,FA-PID-LSSVM,6.66,3.39,0.89,1
B0254,24.75,60.07,25.48,4.26,53.72,45.97,1044,78,Fixed-Time,12.41,7.92,2.59,1
B0255,22.54,68.92,27.15,6.33,43.62,52.76,1086,84,PID,10.94,4.34,1.73,1
B0256,28.35,58.37,18.47,6.54,39.05,45.76,1457,94,PID,10.31,3.79,0.99,1
B0257,34.04,60.58,28.05,4.55,41.52,44.72,1066,91,PID,9.07,4.74,1.07,1
B0258,30.44,61.48,25.43,5.29,55.63,54.61,1452,87,PID,10.11,5.03,1.17,1
B0259,28.55,61.59,24.76,4.5,52.47,40.81,1258,81,FA-PID-LSSVM,7.59,3.13,1.04,1
B0260,21.46,64.19,25.5,6.12,38.17,41.9,1421,92,Fixed-Time,11.55,7.62,2.82,1
B0261,29.23,69.15,28.37,5.61,33.53,40.14,1204,88,PID,9.75,4.54,1.31,1
B0262,34.85,58.61,25.04,5.91,37.56,43.06,1425,82,Fixed-Time,11.65,6.01,2.58,1
B0263,22.1,56.82,24.97,4.59,57.62,41.38,1466,76,Fixed-Time,12.57,8.74,2.21,0
B0264,27.77,57.96,29.89,4.64,47.45,59.92,1423,94,Fixed-Time,15.07,5.66,2.31,1
B0265,33.16,68.3,27.08,4.12,46.0,45.78,1177,79,Fixed-Time,10.79,6.26,2.1,0
B0266,31.11,64.69,23.31,4.97,47.89,42.99,1418,99,PID,8.15,4.43,0.99,1
B0267,30.46,59.29,26.49,5.68,40.98,44.82,1279,79,PID,9.44,5.05,0.75,1
B0268,30.54,67.24,22.67,6.57,54.21,58.72,1343,71,PID,10.63,6.19,1.24,1
B0269,25.39,67.92,20.75,6.0,45.7,50.4,1016,83,FA-PID-LSSVM,8.54,4.17,0.96,1
B0270,24.4,67.7,25.16,5.31,33.5,47.3,1295,82,PID,10.61,5.27,1.43,1
B0271,32.14,68.78,29.14,6.86,33.87,57.47,1201,91,FA-PID-LSSVM,6.61,2.56,0.9,1
B0272,32.15,58.78,29.15,6.16,46.11,47.9,1449,98,FA-PID-LSSVM,5.87,3.02,0.8,1
B0273,33.01,66.33,22.1,6.79,58.1,46.7,1171,75,FA-PID-LSSVM,6.9,2.79,0.83,1
B0274,33.7,61.91,24.33,5.58,39.25,44.15,1406,78,PID,11.95,4.4,1.58,1
B0275,27.67,67.63,20.54,4.78,56.09,47.56,1261,82,PID,8.16,6.84,1.08,1
B0276,27.52,65.93,29.95,4.16,52.92,46.33,1193,78,PID,10.72,3.83,1.18,1
B0277,31.97,66.65,29.77,6.18,37.43,53.55,1148,82,FA-PID-LSSVM,7.23,3.46,0.69,1
B0278,29.75,64.84,25.79,4.36,31.09,45.79,1374,74,FA-PID-LSSVM,6.05,4.07,0.81,1
B0279,30.53,57.66,27.65,4.91,33.06,51.54,1375,83,Fixed-Time,17.08,6.47,1.78,1
B0280,31.94,63.18,26.58,5.6,51.85,41.32,1034,74,FA-PID-LSSVM,7.82,4.02,0.71,1
B0281,33.35,69.77,25.12,5.69,35.99,43.83,1368,78,FA-PID-LSSVM,6.92,3.4,0.93,1
B0282,25.07,69.06,18.64,5.8,41.14,48.15,1028,77,PID,13.26,6.35,0.5,1
B0283,25.63,55.65,23.46,4.5,45.05,58.74,1262,76,Fixed-Time,13.38,5.65,2.47,1
B0284,21.41,57.47,26.1,5.14,51.76,47.55,1220,77,Fixed-Time,14.01,7.35,2.45,0
B0285,28.67,56.98,26.13,5.85,33.4,53.28,1052,91,Fixed-Time,11.92,6.13,1.23,1
B0286,20.54,65.89,22.48,6.91,42.19,45.1,1420,72,PID,8.6,6.01,0.75,1
B0287,26.98,67.27,29.3,6.18,44.55,42.54,1278,92,Fixed-Time,14.55,6.73,1.95,1
B0288,28.14,58.2,20.01,6.77,46.22,41.17,1352,93,Fixed-Time,16.73,6.22,3.11,1
B0289,24.3,62.59,24.0,6.29,54.55,46.11,1391,84,PID,12.43,5.74,1.06,1
B0290,28.86,67.61,26.29,5.78,35.15,43.15,1075,77,Fixed-Time,17.26,5.15,1.74,1
B0291,20.46,65.99,26.37,4.58,54.23,43.48,1493,70,FA-PID-LSSVM,7.47,2.92,0.57,1
B0292,20.56,63.13,25.78,6.0,50.79,55.22,1175,76,FA-PID-LSSVM,6.28,3.6,0.54,1
B0293,32.34,63.86,21.3,5.87,46.68,40.32,1009,88,FA-PID-LSSVM,6.38,3.49,0.56,1
B0294,25.4,62.63,19.87,5.81,50.99,51.16,1462,71,FA-PID-LSSVM,8.43,2.64,0.76,1
B0295,21.91,59.46,25.63,5.47,42.36,47.59,1116,83,FA-PID-LSSVM,8.27,2.84,0.78,1
B0296,27.83,63.48,25.19,5.59,34.15,50.13,1279,87,FA-PID-LSSVM,7.13,3.1,0.78,1
B0297,31.55,65.33,20.15,5.0,49.97,51.26,1217,99,FA-PID-LSSVM,7.56,3.27,0.95,1
B0298,23.24,68.1,26.46,5.56,45.74,46.27,1174,84,FA-PID-LSSVM,7.39,3.21,1.03,1
B0299,29.34,64.54,23.46,4.59,49.18,45.9,1233,83,FA-PID-LSSVM,6.26,3.93,0.66,1
B0300,21.28,66.42,26.01,6.42,40.14,54.67,1436,93,PID,10.03,5.13,1.3,1
B0301,20.78,57.4,28.05,4.56,57.21,57.43,1251,94,PID,6.88,5.59,1.17,1
B0302,27.97,61.92,20.04,4.25,47.62,43.85,1294,88,FA-PID-LSSVM,7.29,3.75,0.88,1
B0303,28.11,55.14,18.23,5.31,32.56,41.95,1450,99,PID,7.49,4.45,1.3,1
B0304,29.56,58.7,27.35,5.97,43.49,57.96,1321,88,PID,10.8,4.66,1.42,1
B0305,30.89,65.9,25.32,5.31,52.69,47.0,1005,91,FA-PID-LSSVM,6.74,3.94,1.04,1
B0306,34.64,69.88,26.4,4.83,53.82,51.03,1020,96,FA-PID-LSSVM,7.28,3.78,0.68,1
B0307,27.74,56.49,28.06,5.67,44.84,47.19,1072,95,PID,11.84,5.41,1.11,1
B0308,24.84,61.02,27.63,5.04,56.84,42.52,1329,86,FA-PID-LSSVM,5.78,3.26,0.58,1
B0309,31.93,67.0,29.53,6.8,38.03,51.79,1035,91,FA-PID-LSSVM,7.76,4.11,0.98,1
B0310,24.06,58.06,24.43,6.77,42.32,50.5,1386,97,FA-PID-LSSVM,9.49,3.27,0.92,1
B0311,26.58,63.33,23.86,5.51,56.96,44.06,1232,88,FA-PID-LSSVM,5.82,3.4,0.5,1
B0312,21.18,66.0,22.82,4.98,56.89,49.04,1215,96,PID,11.35,4.98,0.58,1
B0313,20.38,64.24,19.84,6.21,50.57,55.94,1469,85,Fixed-Time,12.63,8.79,2.21,0
B0314,34.44,57.82,24.87,4.11,55.77,51.81,1496,89,PID,11.65,4.66,1.27,1
B0315,32.54,60.33,21.32,5.42,32.66,41.94,1205,94,Fixed-Time,17.93,7.34,1.82,1
B0316,30.44,66.76,29.06,5.01,55.95,50.96,1425,88,Fixed-Time,10.95,6.48,1.63,1
B0317,26.13,63.31,25.0,6.76,39.62,54.05,1428,70,Fixed-Time,12.3,8.45,2.72,1
B0318,22.6,55.08,25.11,4.04,35.35,55.85,1043,88,PID,9.17,4.51,1.34,1
B0319,22.35,66.41,22.26,5.66,37.18,52.58,1090,76,PID,10.64,5.81,1.02,1
B0320,23.75,55.53,18.62,6.22,42.54,43.05,1416,98,PID,12.12,5.14,1.98,1
B0321,28.24,66.19,18.38,5.46,37.54,54.2,1315,92,PID,8.08,7.07,1.16,1
B0322,30.72,58.04,23.08,4.26,39.62,53.55,1469,80,PID,10.83,4.8,0.73,1
B0323,29.9,69.37,19.01,6.92,34.05,40.49,1092,74,Fixed-Time,12.94,6.63,2.09,1
B0324,24.2,60.52,25.28,5.55,38.89,48.23,1466,99,PID,12.18,4.85,1.44,1
B0325,34.32,59.9,28.57,5.84,47.17,46.66,1338,86,Fixed-Time,12.34,7.1,1.91,1
B0326,31.07,57.23,28.59,4.71,43.26,53.39,1453,80,PID,11.67,4.97,0.64,1
B0327,28.32,59.58,25.91,5.45,40.4,44.32,1492,93,PID,9.47,4.22,1.35,1
B0328,29.18,68.15,20.53,5.29,52.39,51.82,1082,95,FA-PID-LSSVM,7.44,3.35,0.42,1
B0329,26.29,69.95,28.36,4.22,56.81,58.26,1332,77,Fixed-Time,13.53,7.33,2.41,1
B0330,23.72,60.52,28.63,4.32,52.7,55.96,1281,79,PID,13.13,5.64,0.57,1
B0331,25.34,61.73,20.36,6.51,39.96,58.43,1469,81,PID,9.66,5.71,1.07,1
B0332,31.37,65.83,26.85,4.72,52.33,59.57,1020,79,PID,12.41,5.69,0.99,1
B0333,20.22,68.29,21.44,4.58,34.56,40.21,1227,82,FA-PID-LSSVM,7.03,3.05,0.76,1
B0334,21.74,63.9,27.63,5.51,33.91,52.45,1375,95,Fixed-Time,12.89,8.17,3.06,1
B0335,20.69,60.87,29.97,6.31,40.37,48.26,1129,87,PID,8.3,4.96,1.38,1
B0336,20.61,61.19,18.36,4.19,54.23,57.2,1174,79,PID,10.41,5.2,1.22,1
B0337,32.83,65.43,28.77,5.73,37.39,45.04,1107,88,PID,14.28,6.59,0.99,1
B0338,30.55,55.05,25.47,4.36,31.9,59.62,1413,89,FA-PID-LSSVM,8.05,3.75,0.8,1
B0339,27.11,64.29,29.68,4.11,33.95,52.27,1282,86,PID,9.14,5.59,1.11,1
B0340,21.47,60.33,23.58,4.16,55.76,55.87,1070,89,Fixed-Time,13.24,6.23,2.5,0
B0341,27.37,66.91,28.17,6.5,49.01,41.71,1403,85,Fixed-Time,13.13,5.52,0.85,1
B0342,27.1,56.39,18.75,4.35,37.6,43.67,1049,74,Fixed-Time,11.78,6.87,1.29,1
B0343,22.6,63.82,22.02,4.14,46.66,55.17,1094,72,Fixed-Time,17.02,6.0,1.79,1
B0344,26.51,62.21,18.8,5.31,45.83,40.44,1278,99,PID,8.32,5.0,1.42,1
B0345,25.98,64.63,29.7,6.53,49.66,56.34,1396,96,FA-PID-LSSVM,6.97,2.94,0.7,1
B0346,29.24,55.97,27.8,4.79,37.0,40.28,1336,84,FA-PID-LSSVM,7.3,3.35,0.79,1
B0347,29.53,63.7,28.23,5.27,55.93,53.14,1131,95,FA-PID-LSSVM,6.98,3.24,0.96,1
B0348,20.68,63.42,29.26,4.12,39.28,47.3,1397,71,PID,9.78,4.5,1.87,1
B0349,25.62,63.41,19.02,5.35,50.82,52.23,1275,82,FA-PID-LSSVM,6.92,2.2,1.05,1
B0350,29.39,64.05,22.63,5.73,30.48,53.92,1379,91,Fixed-Time,16.5,7.46,2.32,1
B0351,27.55,65.15,18.85,5.71,41.18,46.85,1012,77,PID,12.83,5.95,0.29,1
B0352,32.85,67.07,20.53,5.0,40.55,42.16,1002,92,FA-PID-LSSVM,8.58,3.9,1.2,1
B0353,29.88,59.05,20.75,4.95,46.3,41.39,1473,96,Fixed-Time,16.47,8.58,2.44,1
B0354,22.44,67.38,23.63,4.32,32.18,51.78,1473,99,Fixed-Time,16.7,6.47,2.95,1
B0355,21.06,62.47,21.22,5.1,53.7,50.41,1465,86,PID,11.08,5.31,0.83,1
B0356,29.64,56.16,19.21,4.3,36.53,54.84,1223,73,PID,8.05,4.69,1.44,1
B0357,20.4,55.88,20.01,6.3,50.31,50.19,1461,88,FA-PID-LSSVM,8.58,3.96,1.01,1
B0358,28.79,60.01,19.77,6.9,54.1,48.45,1174,91,FA-PID-LSSVM,6.92,2.63,0.71,1
B0359,34.1,66.77,29.68,6.91,46.86,47.96,1386,94,FA-PID-LSSVM,6.74,3.25,0.81,1
B0360,28.63,65.62,27.11,6.6,52.23,40.53,1384,78,PID,11.16,5.89,1.12,1
B0361,25.82,66.83,29.61,5.8,49.86,46.71,1089,92,FA-PID-LSSVM,5.1,3.26,0.81,1
B0362,29.65,62.76,23.28,6.1,40.67,59.52,1407,84,FA-PID-LSSVM,8.22,3.22,0.9,1
B0363,26.87,61.6,21.34,4.86,54.27,57.47,1240,97,Fixed-Time,14.58,7.04,2.47,1
B0364,28.18,57.21,27.58,5.89,38.84,46.59,1034,78,Fixed-Time,12.68,7.43,1.46,0
B0365,34.12,59.92,21.92,5.37,47.14,51.76,1013,93,Fixed-Time,13.8,7.21,1.77,1
B0366,25.79,61.51,21.59,5.45,52.36,56.95,1194,90,FA-PID-LSSVM,6.66,4.0,0.98,1
B0367,34.42,56.33,20.79,6.27,41.37,48.83,1396,78,PID,5.32,5.19,1.24,1
B0368,33.58,58.31,19.56,4.85,39.08,40.36,1430,83,Fixed-Time,12.08,6.61,2.67,0
B0369,22.94,63.97,21.08,4.95,43.78,41.49,1305,92,PID,9.94,5.46,1.03,1
B0370,21.04,66.03,22.26,6.77,54.54,50.21,1333,90,FA-PID-LSSVM,6.4,4.22,0.86,1
B0371,21.51,69.98,26.09,4.17,57.9,59.39,1212,85,FA-PID-LSSVM,6.44,3.37,1.13,1
B0372,20.27,69.0,18.75,5.46,46.35,53.86,1409,93,Fixed-Time,13.53,6.31,1.66,1
B0373,21.42,64.64,20.53,6.74,49.84,41.42,1002,92,PID,9.72,5.63,1.01,1
B0374,30.25,61.32,27.71,5.83,57.1,43.79,1178,94,Fixed-Time,11.74,7.24,1.95,1
B0375,21.07,64.54,19.76,5.64,32.96,55.43,1039,95,FA-PID-LSSVM,6.17,3.8,0.72,1
B0376,24.78,66.78,22.11,4.75,36.96,56.83,1451,86,PID,10.19,6.2,1.59,1
B0377,32.67,56.78,28.38,5.03,51.27,52.35,1163,82,Fixed-Time,13.44,6.37,1.57,0
B0378,20.35,61.15,19.86,6.56,54.71,52.89,1306,78,FA-PID-LSSVM,7.69,3.03,0.63,1
B0379,32.22,67.6,18.99,5.68,55.71,40.57,1234,84,Fixed-Time,12.62,6.4,1.09,1
B0380,24.23,60.76,23.81,5.54,42.45,56.57,1256,76,PID,11.69,5.14,0.8,1
B0381,21.77,63.58,21.63,4.3,32.68,55.77,1359,70,PID,10.48,5.0,1.18,1
B0382,30.45,63.82,24.76,4.05,43.13,45.18,1494,70,PID,12.71,5.38,0.96,1
B0383,29.43,57.77,27.65,6.89,36.92,54.17,1416,74,PID,9.43,5.7,1.59,1
B0384,33.16,60.43,19.65,5.13,38.74,44.3,1390,93,PID,10.92,5.77,1.38,1
B0385,31.03,60.02,24.97,5.81,53.17,40.81,1372,78,Fixed-Time,16.84,5.05,2.33,1
B0386,32.05,55.39,24.07,4.24,32.27,44.02,1115,81,Fixed-Time,15.97,6.03,1.55,1
B0387,24.23,55.36,19.73,6.05,54.83,43.57,1051,75,Fixed-Time,13.04,7.24,2.43,1
B0388,22.66,67.48,25.49,6.8,42.83,46.75,1375,97,Fixed-Time,16.16,7.71,1.32,1
B0389,31.26,59.1,21.28,5.73,47.88,48.37,1394,82,FA-PID-LSSVM,7.08,3.74,0.79,1
B0390,32.1,62.77,23.85,4.38,32.69,50.17,1410,95,FA-PID-LSSVM,7.52,3.33,0.85,1
B0391,34.86,59.48,18.99,5.75,40.12,49.54,1141,97,Fixed-Time,10.98,6.31,1.66,1
B0392,26.19,69.11,23.52,6.3,32.69,45.41,1085,77,FA-PID-LSSVM,6.63,3.67,0.56,1
B0393,25.58,58.89,21.68,5.22,58.85,40.58,1463,84,FA-PID-LSSVM,6.14,3.06,1.23,1
B0394,31.65,61.44,27.87,6.64,54.22,52.1,1045,75,PID,10.25,5.2,1.18,1
B0395,25.11,68.09,18.68,5.95,43.79,47.91,1331,96,Fixed-Time,17.11,5.39,1.97,0
B0396,33.96,67.63,23.02,6.7,36.71,45.97,1496,75,FA-PID-LSSVM,5.38,3.48,0.69,1
B0397,32.88,57.79,23.5,5.87,58.0,57.34,1237,73,FA-PID-LSSVM,5.98,3.36,1.13,1
B0398,26.43,67.04,26.7,4.39,40.34,54.93,1009,80,Fixed-Time,11.28,8.69,1.87,0
B0399,31.26,61.87,24.89,4.93,34.83,57.16,1151,90,PID,7.8,5.32,1.12,1
B0400,31.32,62.24,26.01,4.61,46.89,49.9,1060,99,Fixed-Time,11.64,7.4,1.63,1
B0401,21.55,57.0,27.32,6.73,58.31,42.62,1493,87,PID,8.75,5.33,1.27,1
B0402,33.54,56.21,28.35,6.28,30.11,53.92,1017,72,FA-PID-LSSVM,5.93,3.84,0.72,1
B0403,27.58,65.92,21.77,6.03,37.14,44.12,1085,72,PID,6.76,5.74,0.86,1
B0404,32.4,62.45,24.46,4.9,58.15,48.82,1136,99,PID,8.93,5.77,1.1,1
B0405,24.8,61.55,28.08,4.55,35.13,41.3,1400,81,Fixed-Time,15.84,8.21,1.68,1
B0406,33.43,65.94,29.87,6.27,33.4,56.51,1229,96,FA-PID-LSSVM,7.79,4.24,0.76,1
B0407,25.84,66.48,28.67,5.42,47.11,42.52,1127,90,Fixed-Time,16.07,5.62,1.88,0
B0408,20.16,57.38,22.46,4.68,55.86,58.06,1103,99,Fixed-Time,15.89,4.85,2.11,1
B0409,33.58,64.15,20.34,5.85,44.31,57.28,1185,90,FA-PID-LSSVM,6.98,3.82,1.22,1
B0410,21.37,57.03,23.87,4.12,59.84,49.29,1396,75,Fixed-Time,13.08,6.72,1.78,1
B0411,24.79,66.27,26.9,4.98,50.38,54.89,1177,90,Fixed-Time,15.27,5.97,2.31,1
B0412,34.25,64.85,23.91,5.41,32.22,52.39,1356,97,PID,11.21,5.32,1.42,1
B0413,34.26,69.35,23.8,4.44,59.78,56.06,1005,75,Fixed-Time,15.6,8.63,1.82,1
B0414,28.6,56.03,28.06,6.95,42.24,48.64,1340,77,FA-PID-LSSVM,6.45,4.04,0.88,1
B0415,29.48,55.86,22.34,4.63,38.62,55.72,1306,84,Fixed-Time,9.32,7.3,1.8,1
B0416,26.73,59.23,28.32,4.39,46.74,49.25,1035,87,PID,11.31,5.43,0.88,1
B0417,24.4,58.93,22.88,4.61,39.13,58.82,1326,89,Fixed-Time,13.86,8.0,2.38,1
B0418,24.93,58.7,21.94,6.31,32.59,49.73,1355,98,Fixed-Time,15.24,6.9,2.39,0
B0419,30.09,68.59,23.45,5.28,30.04,49.25,1280,85,Fixed-Time,14.37,5.88,1.12,1
B0420,31.29,58.74,27.15,5.7,43.49,55.7,1394,75,PID,12.19,4.37,1.33,1
B0421,31.87,59.08,19.51,4.06,55.11,56.43,1299,97,FA-PID-LSSVM,8.11,3.88,1.02,1
B0422,31.84,66.39,20.36,4.1,47.17,51.09,1013,90,FA-PID-LSSVM,6.79,3.27,0.65,1
B0423,21.37,61.75,29.42,5.34,59.98,43.6,1236,86,PID,10.42,5.19,1.26,1
B0424,27.42,66.65,20.11,6.45,38.61,49.36,1284,78,PID,10.31,5.15,0.97,1
B0425,20.86,55.98,24.81,6.66,38.41,59.36,1329,88,Fixed-Time,15.88,7.08,1.91,1
B0426,28.24,62.31,24.95,4.26,34.79,55.06,1049,87,FA-PID-LSSVM,6.25,2.85,0.63,1
B0427,26.62,55.5,23.88,5.62,34.92,56.22,1495,94,PID,11.55,5.34,0.77,1
B0428,33.32,55.94,25.74,6.74,38.56,40.66,1260,92,FA-PID-LSSVM,7.1,4.28,0.85,1
B0429,25.26,68.6,20.76,5.16,53.79,49.36,1455,74,Fixed-Time,14.33,7.22,2.21,1
B0430,21.76,57.09,24.63,6.49,57.17,52.93,1109,97,PID,8.6,4.59,0.9,1
B0431,22.14,62.99,22.47,4.4,59.25,56.6,1196,75,FA-PID-LSSVM,6.89,3.72,0.83,1
B0432,31.42,61.17,25.94,6.81,36.97,40.99,1377,81,FA-PID-LSSVM,6.26,3.25,0.57,1
B0433,29.27,60.21,19.69,6.25,56.44,57.05,1251,80,Fixed-Time,13.55,8.08,2.0,1
B0434,21.52,68.5,24.85,6.82,39.85,50.97,1087,85,PID,11.79,5.12,1.23,1
B0435,21.26,55.33,20.22,6.03,33.39,43.95,1487,89,FA-PID-LSSVM,7.25,3.16,1.09,1
B0436,30.51,64.96,21.34,5.09,56.1,46.35,1312,86,Fixed-Time,13.87,6.8,2.37,1
B0437,21.09,69.45,20.62,6.81,49.08,45.64,1025,89,FA-PID-LSSVM,7.39,3.5,0.97,1
B0438,32.33,63.4,20.19,4.83,34.94,50.62,1261,78,Fixed-Time,12.51,6.16,1.66,1
B0439,30.59,69.05,27.91,5.0,42.89,41.03,1143,70,FA-PID-LSSVM,7.31,3.33,0.63,1
B0440,21.22,55.78,21.43,6.1,38.62,43.17,1059,95,FA-PID-LSSVM,5.69,3.71,0.52,1
B0441,21.27,61.28,29.13,6.3,52.1,56.25,1355,72,Fixed-Time,16.62,5.74,1.91,1
B0442,34.8,58.9,29.64,6.79,43.6,42.65,1267,90,PID,9.18,5.03,1.34,1
B0443,25.61,65.96,24.86,4.61,59.68,44.67,1074,92,Fixed-Time,16.95,7.41,1.65,1
B0444,25.56,69.72,19.72,6.39,31.64,49.07,1002,78,PID,8.07,5.53,0.89,1
B0445,32.19,58.85,22.49,6.22,40.65,50.34,1062,91,FA-PID-LSSVM,6.41,3.39,1.11,1
B0446,34.21,64.81,27.57,4.19,44.46,55.27,1235,88,FA-PID-LSSVM,5.96,2.8,0.89,1
B0447,34.79,57.97,22.41,5.16,45.09,48.95,1447,82,Fixed-Time,13.94,8.21,1.82,1
B0448,31.3,63.48,19.04,4.85,39.48,55.8,1445,92,Fixed-Time,16.42,4.05,2.8,1
B0449,25.64,61.96,24.68,4.91,51.88,52.37,1228,83,PID,12.07,4.79,1.27,1
B0450,21.25,69.58,28.14,6.95,56.24,42.26,1389,89,PID,8.33,4.87,0.88,1
B0451,31.66,64.13,27.55,5.93,58.16,43.13,1274,88,PID,12.33,6.55,1.09,1
B0452,28.38,60.24,20.1,6.15,54.15,48.74,1017,99,Fixed-Time,12.45,5.69,2.13,1
B0453,26.36,56.71,26.07,6.93,55.52,47.94,1079,92,FA-PID-LSSVM,6.81,2.83,0.63,1
B0454,33.6,57.27,20.65,5.13,46.52,54.87,1214,96,Fixed-Time,15.93,7.03,1.81,1
B0455,21.67,58.38,20.62,6.41,54.78,51.61,1170,96,FA-PID-LSSVM,5.64,2.58,0.9,1
B0456,27.39,58.76,28.49,5.3,39.11,47.76,1484,76,Fixed-Time,17.41,7.31,2.31,1
B0457,20.17,67.76,21.0,6.61,41.95,43.42,1328,73,Fixed-Time,11.96,5.91,1.65,1
B0458,27.03,63.42,21.16,4.54,39.51,44.54,1254,81,PID,11.96,5.79,1.03,1
B0459,20.84,62.85,18.01,6.84,44.02,51.51,1386,92,FA-PID-LSSVM,5.77,3.7,0.45,1
B0460,21.78,56.72,28.45,4.66,38.57,48.47,1125,96,Fixed-Time,14.68,5.87,1.33,0
B0461,21.76,67.9,27.51,4.98,58.85,50.3,1254,83,Fixed-Time,11.67,8.47,1.34,1
B0462,29.74,65.84,25.53,6.27,39.39,43.41,1071,71,FA-PID-LSSVM,8.35,3.96,1.02,1
B0463,31.19,56.02,27.0,5.18,32.94,53.26,1037,70,Fixed-Time,14.64,6.21,1.24,1
B0464,28.75,65.62,19.82,5.82,45.8,57.05,1323,97,FA-PID-LSSVM,5.05,2.98,1.02,1
B0465,34.43,63.15,23.5,5.33,31.71,45.16,1203,87,PID,9.9,5.12,1.4,1
B0466,25.62,56.23,22.21,6.23,33.32,49.83,1171,89,PID,13.21,6.24,0.91,1
B0467,24.29,61.87,19.13,4.68,36.58,59.51,1222,77,FA-PID-LSSVM,5.06,4.68,1.25,1
B0468,33.03,62.27,23.83,4.18,43.93,46.66,1216,72,PID,10.78,4.3,1.49,1
B0469,23.35,57.49,29.05,4.9,43.0,51.9,1244,95,FA-PID-LSSVM,6.89,3.44,0.98,1
B0470,34.45,69.19,18.48,5.42,53.99,41.8,1335,75,Fixed-Time,14.67,5.81,1.84,1
B0471,20.18,67.75,21.5,4.5,52.18,52.12,1190,91,Fixed-Time,16.05,7.3,2.13,0
B0472,34.55,65.04,20.49,5.06,42.79,41.79,1297,82,FA-PID-LSSVM,6.49,1.81,0.71,1
B0473,20.65,61.93,20.86,5.2,40.01,59.18,1319,78,Fixed-Time,15.53,6.61,1.77,1
B0474,33.37,61.18,28.9,4.17,39.49,54.31,1181,78,PID,8.94,4.97,1.43,1
B0475,27.92,64.76,23.62,5.75,53.22,55.76,1333,89,Fixed-Time,12.49,7.15,1.8,1
B0476,34.89,63.18,23.6,6.65,31.56,54.08,1382,78,Fixed-Time,13.51,6.65,2.42,1
B0477,21.11,55.93,27.13,4.46,30.38,51.79,1204,84,FA-PID-LSSVM,5.57,2.34,0.57,1
B0478,28.31,62.69,19.85,5.79,53.87,49.0,1360,82,PID,13.29,5.24,0.98,1
B0479,34.54,67.1,23.85,5.99,44.31,57.17,1198,91,Fixed-Time,15.57,7.92,1.39,1
B0480,27.85,61.89,23.16,5.26,33.93,59.14,1331,85,Fixed-Time,19.0,7.68,2.29,1
B0481,29.44,55.78,25.16,6.1,37.07,49.98,1164,71,FA-PID-LSSVM,6.38,4.56,0.74,1
B0482,30.44,66.79,29.99,5.23,57.98,58.63,1241,95,FA-PID-LSSVM,7.96,3.26,0.67,1
B0483,26.82,58.02,27.23,5.51,55.79,51.67,1387,83,PID,13.35,5.17,1.19,1
B0484,29.41,58.88,22.77,4.02,51.29,50.77,1129,96,Fixed-Time,14.57,9.6,3.08,1
B0485,28.76,57.47,27.93,6.08,44.47,49.09,1226,75,FA-PID-LSSVM,6.74,3.5,0.86,1
B0486,33.52,59.95,20.05,5.98,45.61,44.19,1121,71,FA-PID-LSSVM,6.41,3.6,0.77,1
B0487,20.68,66.35,18.37,4.12,59.26,40.07,1043,77,FA-PID-LSSVM,6.91,3.59,0.54,1
B0488,24.21,62.79,20.45,5.1,58.97,44.83,1450,73,PID,10.56,5.37,1.24,1
B0489,34.26,58.07,22.08,6.94,36.46,50.19,1195,90,FA-PID-LSSVM,6.78,4.07,0.73,1
B0490,33.35,68.17,24.13,5.26,54.33,47.6,1357,93,PID,10.84,6.22,1.18,1
B0491,26.83,68.19,25.38,5.51,35.92,48.97,1203,83,PID,10.82,5.18,1.57,1
B0492,29.3,68.06,28.93,6.73,36.41,59.61,1466,80,Fixed-Time,13.48,8.28,1.95,1
B0493,24.16,58.58,24.12,6.15,50.28,47.01,1457,93,Fixed-Time,14.0,5.06,1.39,1
B0494,22.82,61.77,24.02,5.75,42.15,49.04,1317,97,PID,10.07,4.84,1.03,1
B0495,26.96,69.77,18.6,6.39,57.95,42.67,1256,83,Fixed-Time,13.9,5.63,2.16,1
B0496,25.3,66.58,18.42,6.59,32.67,40.96,1016,81,Fixed-Time,16.73,8.42,2.51,1
B0497,28.75,55.41,24.61,5.37,45.35,55.51,1271,85,FA-PID-LSSVM,8.87,3.25,0.66,1
B0498,21.17,55.98,23.26,5.43,57.56,51.41,1008,75,Fixed-Time,15.57,7.71,2.39,1
B0499,34.62,61.96,28.07,5.16,57.12,55.21,1248,89,PID,10.5,5.11,0.96,1
B0500,34.79,68.64,19.93,6.9,34.7,43.0,1436,70,Fixed-Time,14.96,6.34,2.12,0
B0501,30.47,63.08,18.3,6.09,41.0,51.44,1200,81,FA-PID-LSSVM,9.14,3.33,0.74,1
B0502,28.04,62.47,23.39,4.25,48.57,45.07,1058,76,PID,9.98,4.77,0.98,1
B0503,24.64,56.58,20.85,6.59,34.78,44.56,1374,77,Fixed-Time,12.95,5.63,1.61,1
B0504,32.21,64.85,18.6,5.44,59.04,40.23,1392,78,PID,13.42,4.76,1.32,1
